Source,Target,Type,Kind,Id,Label,timeset,Weight
1267451020210245633,"#vacation",Directed,Has_hashtag,435,,"<[2020-06-02T18:21:05.051Z, 2020-06-02T18:21:05.052Z]>",1
1267451020210245633,"#wanderlust",Directed,Has_hashtag,436,,"<[2020-06-02T18:21:05.051Z, 2020-06-02T18:21:05.052Z]>",1
1267451020210245633,http://pbs.twimg.com/ext_tw_video_thumb/1267450863574024197/pu/img/0xdMfSNb5S2wUv0A.jpg,Directed,Has_media,437,,"<[2020-06-02T18:21:05.051Z, 2020-06-02T18:21:05.052Z]>",1
@marioskaratzias,@cyprus4holidays,Directed,Quotes_from,438,,<[2020-06-02T18:21:05.051Z]>,1
@marioskaratzias,1267451020210245633,Directed,Quotes,439,,<[2020-06-02T18:21:05.051Z]>,1
@titromero,@marioskaratzias,Directed,Retweets_from,440,,<[2020-06-02T18:21:05.051Z]>,1
@titromero,1267753121947803656,Directed,Retweets,441,,<[2020-06-02T18:21:05.051Z]>,1
@titromero,@cyprus4holidays,Directed,Quotes_from,442,,<[2020-06-02T18:21:05.052Z]>,1
@titromero,1267451020210245633,Directed,Quotes,443,,<[2020-06-02T18:21:05.052Z]>,1
@cason_whitney,1267883931627515904,Directed,Tweets,444,,<[2020-06-02T18:21:05.642Z]>,1
@rak98,1267498418244640768,Directed,Tweets,445,,<[2020-06-02T18:21:05.642Z]>,1
@cason_whitney,@rak98,Directed,Quotes_from,446,,<[2020-06-02T18:21:05.642Z]>,1
@cason_whitney,1267498418244640768,Directed,Quotes,447,,<[2020-06-02T18:21:05.642Z]>,1
@joesimonetti77,1267883933766684678,Directed,Tweets,448,,<[2020-06-02T18:21:05.808Z]>,1
@truenorthffb,1267881379154411520,Directed,Tweets,449,,<[2020-06-02T18:21:05.808Z]>,1
1267881379154411520,https://twitter.com/torontoFF8/status/1267837451717865474,Directed,Has_link,450,,<[2020-06-02T18:21:05.808Z]>,1
@joesimonetti77,@truenorthffb,Directed,Quotes_from,451,,<[2020-06-02T18:21:05.808Z]>,1
@joesimonetti77,1267881379154411520,Directed,Quotes,452,,<[2020-06-02T18:21:05.808Z]>,1
@brizzybrice1,1267883934299435009,Directed,Tweets,453,,<[2020-06-02T18:21:05.902Z]>,1
@kenny_yeboah84,1267882865640996865,Directed,Tweets,454,,"<[2020-06-02T18:21:05.902Z, 2020-06-02T18:22:42.949Z]>",1
@brizzybrice1,@kenny_yeboah84,Directed,Quotes_from,455,,<[2020-06-02T18:21:05.902Z]>,1
@brizzybrice1,1267882865640996865,Directed,Quotes,456,,<[2020-06-02T18:21:05.902Z]>,1
@lucyprotas_,1267883935268249600,Directed,Tweets,457,,<[2020-06-02T18:21:06.130Z]>,1
@smbatha_senzo,1267828054258155522,Directed,Tweets,458,,<[2020-06-02T18:21:06.130Z]>,1
@lucyprotas_,@smbatha_senzo,Directed,Retweets_from,459,,<[2020-06-02T18:21:06.130Z]>,1
@lucyprotas_,1267828054258155522,Directed,Retweets,460,,<[2020-06-02T18:21:06.130Z]>,1
@fiellamariaax,1267883938459971586,Directed,Tweets,461,,<[2020-06-02T18:21:07.100Z]>,1
@praveenaaa_97,1267785618500681733,Directed,Tweets,462,,"<[2020-06-02T18:21:07.100Z, 2020-06-02T18:21:25.106Z]>",1
@praveenaaa_97,@90sfootball,Directed,Quotes_from,463,,"<[2020-06-02T18:21:07.100Z, 2020-06-02T18:21:25.106Z]>",1
@praveenaaa_97,1267516262239870977,Directed,Quotes,464,,"<[2020-06-02T18:21:07.100Z, 2020-06-02T18:21:25.106Z]>",1
@fiellamariaax,@praveenaaa_97,Directed,Retweets_from,465,,<[2020-06-02T18:21:07.100Z]>,1
@fiellamariaax,1267785618500681733,Directed,Retweets,466,,<[2020-06-02T18:21:07.100Z]>,1
@fiellamariaax,@90sfootball,Directed,Quotes_from,467,,<[2020-06-02T18:21:07.101Z]>,1
@fiellamariaax,1267516262239870977,Directed,Quotes,468,,<[2020-06-02T18:21:07.101Z]>,1
@soccerethiopia,1267883940070686722,Directed,Tweets,469,,<[2020-06-02T18:21:07.268Z]>,1
1267883940070686722,https://www.soccerethiopia.net/football/58114,Directed,Has_link,470,,<[2020-06-02T18:21:07.268Z]>,1
@fedebuenve,1267883940431396866,Directed,Tweets,471,,<[2020-06-02T18:21:07.374Z]>,1
@opdeatheaters,1101627625989001221,Directed,Tweets,472,,"<[2020-06-02T18:21:07.375Z, 2020-06-02T18:22:17.622Z]>",1
1101627625989001221,"#opdeatheaters",Directed,Has_hashtag,473,,"<[2020-06-02T18:21:07.375Z, 2020-06-02T18:22:17.622Z]>",1
1101627625989001221,https://www.clarin.com/espectaculos/fama/pedofilia-natacha-jaitt-intento-salpicar-tv-periodistas-politicos-figuras-medios_0_B1McT36cM.html,Directed,Has_link,474,,"<[2020-06-02T18:21:07.375Z, 2020-06-02T18:22:17.622Z]>",1
@fedebuenve,@opdeatheaters,Directed,Retweets_from,475,,<[2020-06-02T18:21:07.375Z]>,1
@fedebuenve,1101627625989001221,Directed,Retweets,476,,<[2020-06-02T18:21:07.375Z]>,1
@soccerpicks247,1267883940955766786,Directed,Tweets,477,,<[2020-06-02T18:21:07.719Z]>,1
1267883940955766786,"#austriawien",Directed,Has_hashtag,478,,<[2020-06-02T18:21:07.719Z]>,1
1267883940955766786,"#admira",Directed,Has_hashtag,479,,<[2020-06-02T18:21:07.719Z]>,1
1267883940955766786,"#livestream",Directed,Has_hashtag,480,,<[2020-06-02T18:21:07.719Z]>,1
1267883940955766786,http://www.livefootballstreaming247.com/austria-wien-admira-live-football-streaming.32vs33.html,Directed,Has_link,481,,<[2020-06-02T18:21:07.719Z]>,1
@joff_thyer,1267883942876712961,Directed,Tweets,482,,<[2020-06-02T18:21:08.128Z]>,1
1267883942876712961,"#infosec",Directed,Has_hashtag,483,,<[2020-06-02T18:21:08.128Z]>,1
1267883942876712961,"#databreach",Directed,Has_hashtag,484,,<[2020-06-02T18:21:08.128Z]>,1
1267883942876712961,https://bit.ly/2TXYT6F,Directed,Has_link,485,,<[2020-06-02T18:21:08.128Z]>,1
1267883942876712961,http://pbs.twimg.com/media/EZhqEu7WoAM0kyo.jpg,Directed,Has_media,486,,<[2020-06-02T18:21:08.128Z]>,1
@teamcymru,1267879926130147329,Directed,Tweets,487,,<[2020-06-02T18:21:08.128Z]>,1
1267879926130147329,"#infosec",Directed,Has_hashtag,488,,<[2020-06-02T18:21:08.128Z]>,1
1267879926130147329,"#databreach",Directed,Has_hashtag,489,,<[2020-06-02T18:21:08.128Z]>,1
1267879926130147329,https://bit.ly/2TXYT6F,Directed,Has_link,490,,<[2020-06-02T18:21:08.128Z]>,1
1267879926130147329,http://pbs.twimg.com/media/EZhqEu7WoAM0kyo.jpg,Directed,Has_media,491,,<[2020-06-02T18:21:08.128Z]>,1
@joff_thyer,@teamcymru,Directed,Retweets_from,492,,<[2020-06-02T18:21:08.128Z]>,1
@joff_thyer,1267879926130147329,Directed,Retweets,493,,<[2020-06-02T18:21:08.128Z]>,1
@cerebrone,1267883923591311360,Directed,Tweets,494,,<[2020-06-02T18:21:08.135Z]>,1
@gffn,1267883479058067458,Directed,Tweets,495,,<[2020-06-02T18:21:08.136Z]>,1
1267883479058067458,https://bit.ly/ChartresPapin,Directed,Has_link,496,,<[2020-06-02T18:21:08.136Z]>,1
@cerebrone,@gffn,Directed,Retweets_from,497,,<[2020-06-02T18:21:08.136Z]>,1
@cerebrone,1267883479058067458,Directed,Retweets,498,,<[2020-06-02T18:21:08.136Z]>,1
@treessportmedia,1267883944541896705,Directed,Tweets,499,,<[2020-06-02T18:21:08.644Z]>,1
1267883944541896705,https://www.espn.com/college-football/story/_/id/29036650/the-coronavirus-college-sports-ncaa-reopening-plans-latest-news-program-cuts-more,Directed,Has_link,500,,<[2020-06-02T18:21:08.644Z]>,1
@chaboyse,1267883945296789506,Directed,Tweets,501,,<[2020-06-02T18:21:08.646Z]>,1
@mr_nance47,1267637964273864704,Directed,Tweets,502,,<[2020-06-02T18:21:08.646Z]>,1
@11w,1267621325423730689,Directed,Tweets,503,,"<[2020-06-02T18:21:08.646Z, 2020-06-02T18:21:08.647Z]>",1
1267621325423730689,"#blacklivesmatter",Directed,Has_hashtag,504,,"<[2020-06-02T18:21:08.646Z, 2020-06-02T18:21:08.647Z]>",1
1267621325423730689,http://pbs.twimg.com/media/EZd7RAyXsAMOheR.jpg,Directed,Has_media,505,,"<[2020-06-02T18:21:08.646Z, 2020-06-02T18:21:08.647Z]>",1
@mr_nance47,@11w,Directed,Quotes_from,506,,<[2020-06-02T18:21:08.646Z]>,1
@mr_nance47,1267621325423730689,Directed,Quotes,507,,<[2020-06-02T18:21:08.646Z]>,1
@chaboyse,@mr_nance47,Directed,Retweets_from,508,,<[2020-06-02T18:21:08.646Z]>,1
@chaboyse,1267637964273864704,Directed,Retweets,509,,<[2020-06-02T18:21:08.646Z]>,1
@chaboyse,@11w,Directed,Quotes_from,510,,<[2020-06-02T18:21:08.647Z]>,1
@chaboyse,1267621325423730689,Directed,Quotes,511,,<[2020-06-02T18:21:08.647Z]>,1
@allycon3,1267883945540100096,Directed,Tweets,512,,<[2020-06-02T18:21:08.648Z]>,1
@griptmedia,1267878645059719169,Directed,Tweets,513,,<[2020-06-02T18:21:08.648Z]>,1
1267878645059719169,"#gript",Directed,Has_hashtag,514,,<[2020-06-02T18:21:08.648Z]>,1
1267878645059719169,https://gript.ie/taoiseach-endorses-massive-lockdown-breach/,Directed,Has_link,515,,<[2020-06-02T18:21:08.648Z]>,1
@allycon3,@griptmedia,Directed,Retweets_from,516,,<[2020-06-02T18:21:08.648Z]>,1
@allycon3,1267878645059719169,Directed,Retweets,517,,<[2020-06-02T18:21:08.648Z]>,1
@ryandelarge,1267883946068660224,Directed,Tweets,518,,<[2020-06-02T18:21:08.790Z]>,1
@gaelicfields,1267831226091466756,Directed,Tweets,519,,<[2020-06-02T18:21:08.791Z]>,1
1267831226091466756,@ruaidhri_croke,Directed,Has_mention,520,,<[2020-06-02T18:21:08.791Z]>,1
1267831226091466756,@irishstleague,Directed,Has_mention,521,,<[2020-06-02T18:21:08.791Z]>,1
1267831226091466756,https://www.irishtimes.com/sport/soccer/ghosts-and-goalposts-the-soul-of-street-football-in-dublin-s-gloucester-diamond-1.4265591,Directed,Has_link,522,,<[2020-06-02T18:21:08.791Z]>,1
@ryandelarge,@gaelicfields,Directed,Retweets_from,523,,<[2020-06-02T18:21:08.791Z]>,1
@ryandelarge,1267831226091466756,Directed,Retweets,524,,<[2020-06-02T18:21:08.791Z]>,1
@jorgeomarbarre1,1267883946878078977,Directed,Tweets,525,,<[2020-06-02T18:21:08.983Z]>,1
1267883946878078977,http://pbs.twimg.com/media/EZhtuguX0AAaXXM.jpg,Directed,Has_media,526,,<[2020-06-02T18:21:08.983Z]>,1
@gerrieywainaina,1267883950191476736,Directed,Tweets,527,,<[2020-06-02T18:21:09.866Z]>,1
1267883950191476736,http://pbs.twimg.com/ext_tw_video_thumb/1267375918223425537/pu/img/Iun6bxYX5HSXH_4y.jpg,Directed,Has_media,528,,<[2020-06-02T18:21:09.866Z]>,1
@flfawc2018,1267864051373289472,Directed,Tweets,529,,"<[2020-06-02T18:21:09.867Z, 2020-06-02T18:22:21.480Z]>",1
1267864051373289472,http://pbs.twimg.com/ext_tw_video_thumb/1267375918223425537/pu/img/Iun6bxYX5HSXH_4y.jpg,Directed,Has_media,530,,"<[2020-06-02T18:21:09.867Z, 2020-06-02T18:22:21.480Z]>",1
@gerrieywainaina,@flfawc2018,Directed,Retweets_from,531,,<[2020-06-02T18:21:09.867Z]>,1
@gerrieywainaina,1267864051373289472,Directed,Retweets,532,,<[2020-06-02T18:21:09.867Z]>,1
@polsli,1267883951181443073,Directed,Tweets,533,,<[2020-06-02T18:21:09.908Z]>,1
@thetweetofgod,1266227735501762560,Directed,Tweets,534,,"<[2020-06-02T18:21:09.908Z, 2020-06-02T18:21:41.709Z, 2020-06-02T18:22:26.512Z]>",1
@polsli,@thetweetofgod,Directed,Retweets_from,535,,<[2020-06-02T18:21:09.908Z]>,1
@polsli,1266227735501762560,Directed,Retweets,536,,<[2020-06-02T18:21:09.908Z]>,1
@weggy15,1267883952943108097,Directed,Tweets,537,,<[2020-06-02T18:21:10.583Z]>,1
1267883952943108097,@gezmufc99,Directed,Has_mention,538,,<[2020-06-02T18:21:10.583Z]>,1
1267883952943108097,@totallymufc,Directed,Has_mention,539,,<[2020-06-02T18:21:10.583Z]>,1
@elliesandiford,1267883953895202818,Directed,Tweets,540,,<[2020-06-02T18:21:10.584Z]>,1
1267883953895202818,@paigemaxrie,Directed,Has_mention,541,,<[2020-06-02T18:21:10.584Z]>,1
1267883953895202818,@colerich_tweets,Directed,Has_mention,542,,<[2020-06-02T18:21:10.584Z]>,1
@soccerpicks247,1267883954301997056,Directed,Tweets,543,,<[2020-06-02T18:21:10.688Z]>,1
1267883954301997056,"#hansa",Directed,Has_hashtag,544,,<[2020-06-02T18:21:10.688Z]>,1
1267883954301997056,"#mannheim",Directed,Has_hashtag,545,,<[2020-06-02T18:21:10.688Z]>,1
1267883954301997056,"#livestream",Directed,Has_hashtag,546,,<[2020-06-02T18:21:10.688Z]>,1
1267883954301997056,http://www.livefootballstreaming247.com/hansa-rostock-mannheim-live-football-streaming.575vs3820.html,Directed,Has_link,547,,<[2020-06-02T18:21:10.688Z]>,1
@johndonut69,1267883954968965122,Directed,Tweets,548,,<[2020-06-02T18:21:10.872Z]>,1
@coachglas05,1267838372418064386,Directed,Tweets,549,,<[2020-06-02T18:21:10.873Z]>,1
1267838372418064386,"#bethechange",Directed,Has_hashtag,550,,<[2020-06-02T18:21:10.873Z]>,1
@hermedwards,1267812040233693186,Directed,Tweets,551,,<[2020-06-02T18:21:10.873Z]>,1
1267812040233693186,http://pbs.twimg.com/amplify_video_thumb/1267811977591693312/img/9NZPssbkb1Dhk2Mp.jpg,Directed,Has_media,552,,<[2020-06-02T18:21:10.873Z]>,1
@coachglas05,@hermedwards,Directed,Quotes_from,553,,<[2020-06-02T18:21:10.873Z]>,1
@coachglas05,1267812040233693186,Directed,Quotes,554,,<[2020-06-02T18:21:10.873Z]>,1
@johndonut69,@coachglas05,Directed,Retweets_from,555,,<[2020-06-02T18:21:10.873Z]>,1
@johndonut69,1267838372418064386,Directed,Retweets,556,,<[2020-06-02T18:21:10.873Z]>,1
@johndonut69,@hermedwards,Directed,Quotes_from,557,,<[2020-06-02T18:21:10.873Z]>,1
@johndonut69,1267812040233693186,Directed,Quotes,558,,<[2020-06-02T18:21:10.873Z]>,1
@brunoxmartialfc,1267883955686170624,Directed,Tweets,559,,<[2020-06-02T18:21:10.996Z]>,1
1267883955686170624,http://pbs.twimg.com/ext_tw_video_thumb/1267865801580830720/pu/img/fZcluddd8Ffg8szA.jpg,Directed,Has_media,560,,<[2020-06-02T18:21:10.996Z]>,1
@shameiessfc,1267866531528151047,Directed,Tweets,561,,"<[2020-06-02T18:21:10.996Z, 2020-06-02T18:22:30.802Z]>",1
1267866531528151047,http://pbs.twimg.com/ext_tw_video_thumb/1267865801580830720/pu/img/fZcluddd8Ffg8szA.jpg,Directed,Has_media,562,,"<[2020-06-02T18:21:10.996Z, 2020-06-02T18:22:30.802Z]>",1
@brunoxmartialfc,@shameiessfc,Directed,Retweets_from,563,,<[2020-06-02T18:21:10.996Z]>,1
@brunoxmartialfc,1267866531528151047,Directed,Retweets,564,,<[2020-06-02T18:21:10.996Z]>,1
@__swa___,1267883957154185217,Directed,Tweets,565,,<[2020-06-02T18:21:11.633Z]>,1
@trosc_trfc,1267883400402173954,Directed,Tweets,566,,"<[2020-06-02T18:21:11.633Z, 2020-06-02T18:22:17.804Z]>",1
@dalevince,1267818401965064196,Directed,Tweets,567,,"<[2020-06-02T18:21:11.633Z, 2020-06-02T18:21:41.272Z, 2020-06-02T18:22:17.804Z]>",1
1267818401965064196,https://www.independent.co.uk/sport/football/football-league/tranmere-mark-palios-efl-season-vote-coronavirus-a9542216.html,Directed,Has_link,568,,"<[2020-06-02T18:21:11.633Z, 2020-06-02T18:21:41.272Z, 2020-06-02T18:22:17.804Z]>",1
@trosc_trfc,@dalevince,Directed,Quotes_from,569,,"<[2020-06-02T18:21:11.633Z, 2020-06-02T18:22:17.804Z]>",1
@trosc_trfc,1267818401965064196,Directed,Quotes,570,,"<[2020-06-02T18:21:11.633Z, 2020-06-02T18:22:17.804Z]>",1
@__swa___,@trosc_trfc,Directed,Retweets_from,571,,<[2020-06-02T18:21:11.633Z]>,1
@__swa___,1267883400402173954,Directed,Retweets,572,,<[2020-06-02T18:21:11.633Z]>,1
@__swa___,@dalevince,Directed,Quotes_from,573,,<[2020-06-02T18:21:11.633Z]>,1
@__swa___,1267818401965064196,Directed,Quotes,574,,<[2020-06-02T18:21:11.633Z]>,1
@dgpv1966,1267883958236307460,Directed,Tweets,575,,<[2020-06-02T18:21:11.635Z]>,1
@dgpv1966,@varskysports,Directed,Retweets_from,576,,<[2020-06-02T18:21:11.635Z]>,1
@dgpv1966,1267868628138983429,Directed,Retweets,577,,<[2020-06-02T18:21:11.635Z]>,1
@dgpv1966,@varskysports,Directed,Quotes_from,578,,<[2020-06-02T18:21:11.636Z]>,1
@dgpv1966,1267867355692126208,Directed,Quotes,579,,<[2020-06-02T18:21:11.636Z]>,1
@benjacarba01,1267883962661318658,Directed,Tweets,580,,<[2020-06-02T18:21:12.731Z]>,1
@benjacarba01,@varskysports,Directed,Retweets_from,581,,<[2020-06-02T18:21:12.731Z]>,1
@benjacarba01,1267868628138983429,Directed,Retweets,582,,<[2020-06-02T18:21:12.731Z]>,1
@benjacarba01,@varskysports,Directed,Quotes_from,583,,<[2020-06-02T18:21:12.732Z]>,1
@benjacarba01,1267867355692126208,Directed,Quotes,584,,<[2020-06-02T18:21:12.732Z]>,1
@soccerpicks247,1267883963432996866,Directed,Tweets,585,,<[2020-06-02T18:21:12.833Z]>,1
1267883963432996866,"#unterhaching",Directed,Has_hashtag,586,,<[2020-06-02T18:21:12.833Z]>,1
1267883963432996866,"#ingolstadt",Directed,Has_hashtag,587,,<[2020-06-02T18:21:12.833Z]>,1
1267883963432996866,"#livestream",Directed,Has_hashtag,588,,<[2020-06-02T18:21:12.833Z]>,1
1267883963432996866,http://www.livefootballstreaming247.com/unterhaching-ingolstadt-live-football-streaming.588vs579.html,Directed,Has_link,589,,<[2020-06-02T18:21:12.833Z]>,1
@charcomp2232,1267883964108242948,Directed,Tweets,590,,<[2020-06-02T18:21:13.001Z]>,1
1267883964108242948,@govmurphy,Directed,Has_mention,591,,<[2020-06-02T18:21:13.001Z]>,1
@buckgenoiii,1267883964699738114,Directed,Tweets,592,,<[2020-06-02T18:21:13.140Z]>,1
@scottdecamp,1267781610679738368,Directed,Tweets,593,,<[2020-06-02T18:21:13.140Z]>,1
1267781610679738368,@wcpspride,Directed,Has_mention,594,,<[2020-06-02T18:21:13.140Z]>,1
1267781610679738368,@coachtanis,Directed,Has_mention,595,,<[2020-06-02T18:21:13.140Z]>,1
1267781610679738368,https://www.mlive.com/highschoolsports/2020/06/new-white-cloud-football-coach-ready-to-start-anew-after-indians-2019-season-canceled.html,Directed,Has_link,596,,<[2020-06-02T18:21:13.140Z]>,1
@buckgenoiii,@scottdecamp,Directed,Retweets_from,597,,<[2020-06-02T18:21:13.140Z]>,1
@buckgenoiii,1267781610679738368,Directed,Retweets,598,,<[2020-06-02T18:21:13.140Z]>,1
@matig04,1267883965630877697,Directed,Tweets,599,,<[2020-06-02T18:21:13.343Z]>,1
@matig04,@varskysports,Directed,Retweets_from,600,,<[2020-06-02T18:21:13.343Z]>,1
@matig04,1267867355692126208,Directed,Retweets,601,,<[2020-06-02T18:21:13.343Z]>,1
@semi_congolais,1267883967061114880,Directed,Tweets,602,,<[2020-06-02T18:21:13.757Z]>,1
@iamomega_,1265583844331335680,Directed,Tweets,603,,<[2020-06-02T18:21:13.757Z]>,1
@semi_congolais,@iamomega_,Directed,Retweets_from,604,,<[2020-06-02T18:21:13.757Z]>,1
@semi_congolais,1265583844331335680,Directed,Retweets,605,,<[2020-06-02T18:21:13.757Z]>,1
@anafern01980201,1267883967665102848,Directed,Tweets,606,,<[2020-06-02T18:21:13.837Z]>,1
@tenfieldoficial,1267860490610507776,Directed,Tweets,607,,"<[2020-06-02T18:21:13.838Z, 2020-06-02T18:21:25.104Z]>",1
1267860490610507776,@oficialcap,Directed,Has_mention,608,,"<[2020-06-02T18:21:13.838Z, 2020-06-02T18:21:25.104Z]>",1
1267860490610507776,"#tenfield",Directed,Has_hashtag,609,,"<[2020-06-02T18:21:13.838Z, 2020-06-02T18:21:25.104Z]>",1
1267860490610507776,"#peñarol",Directed,Has_hashtag,610,,"<[2020-06-02T18:21:13.838Z, 2020-06-02T18:21:25.104Z]>",1
1267860490610507776,https://bit.ly/302Uraz,Directed,Has_link,611,,"<[2020-06-02T18:21:13.838Z, 2020-06-02T18:21:25.104Z]>",1
@anafern01980201,@tenfieldoficial,Directed,Retweets_from,612,,<[2020-06-02T18:21:13.838Z]>,1
@anafern01980201,1267860490610507776,Directed,Retweets,613,,<[2020-06-02T18:21:13.838Z]>,1
@jeff_erickson,1267883967832711168,Directed,Tweets,614,,<[2020-06-02T18:21:13.871Z]>,1
1267883967832711168,https://www.rotowire.com/football/article.php?id=50857,Directed,Has_link,615,,<[2020-06-02T18:21:13.871Z]>,1
@etcat30,1267879913769570306,Directed,Tweets,616,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,@talktothebrain,Directed,Has_mention,617,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,@jerrydonabedian,Directed,Has_mention,618,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,@bdanielson12,Directed,Has_mention,619,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,@hitbypitchratio,Directed,Has_mention,620,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,https://www.rotowire.com/football/article.php?id=50857,Directed,Has_link,621,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,https://www.rotowire.com/football/article.php?id=50856,Directed,Has_link,622,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,https://www.rotowire.com/football/article.php?id=50869,Directed,Has_link,623,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
1267879913769570306,https://www.rotowire.com/football/article.php?id=50870,Directed,Has_link,624,,"<[2020-06-02T18:21:13.871Z, 2020-06-02T18:22:25.577Z]>",1
@jeff_erickson,1267879913769570306,Directed,Retweets,625,,<[2020-06-02T18:21:13.871Z]>,1
@okaputu11,1267883969334456320,Directed,Tweets,626,,<[2020-06-02T18:21:14.267Z]>,1
@dankoolkihd,1267865465784860672,Directed,Tweets,627,,<[2020-06-02T18:21:14.267Z]>,1
1267865465784860672,@okaputu11,Directed,Has_mention,628,,<[2020-06-02T18:21:14.267Z]>,1
@okaputu11,@dankoolkihd,Directed,Retweets_from,629,,<[2020-06-02T18:21:14.267Z]>,1
@okaputu11,1267865465784860672,Directed,Retweets,630,,<[2020-06-02T18:21:14.267Z]>,1
@tenglishsport,1267883970089320452,Directed,Tweets,631,,<[2020-06-02T18:21:14.432Z]>,1
@bbcsportscot,1267879150842376192,Directed,Tweets,632,,<[2020-06-02T18:21:14.433Z]>,1
1267879150842376192,@tenglishsport,Directed,Has_mention,633,,<[2020-06-02T18:21:14.433Z]>,1
1267879150842376192,@oedouard22,Directed,Has_mention,634,,<[2020-06-02T18:21:14.433Z]>,1
1267879150842376192,http://bbc.in/2zXaUCy,Directed,Has_link,635,,<[2020-06-02T18:21:14.433Z]>,1
1267879150842376192,http://pbs.twimg.com/media/EZg0IdSUYAEPazO.jpg,Directed,Has_media,636,,<[2020-06-02T18:21:14.433Z]>,1
@tenglishsport,@bbcsportscot,Directed,Retweets_from,637,,<[2020-06-02T18:21:14.433Z]>,1
@tenglishsport,1267879150842376192,Directed,Retweets,638,,<[2020-06-02T18:21:14.433Z]>,1
@brunoscandolo04,1267883970328485891,Directed,Tweets,639,,<[2020-06-02T18:21:14.500Z]>,1
@brunoscandolo04,@varskysports,Directed,Retweets_from,640,,<[2020-06-02T18:21:14.500Z]>,1
@brunoscandolo04,1267868628138983429,Directed,Retweets,641,,<[2020-06-02T18:21:14.500Z]>,1
@brunoscandolo04,@varskysports,Directed,Quotes_from,642,,<[2020-06-02T18:21:14.500Z]>,1
@brunoscandolo04,1267867355692126208,Directed,Quotes,643,,<[2020-06-02T18:21:14.500Z]>,1
@valencangiani,1267883972035559426,Directed,Tweets,644,,<[2020-06-02T18:21:15.189Z]>,1
@valencangiani,@varskysports,Directed,Retweets_from,645,,<[2020-06-02T18:21:15.189Z]>,1
@valencangiani,1267868628138983429,Directed,Retweets,646,,<[2020-06-02T18:21:15.189Z]>,1
@valencangiani,@varskysports,Directed,Quotes_from,647,,<[2020-06-02T18:21:15.190Z]>,1
@valencangiani,1267867355692126208,Directed,Quotes,648,,<[2020-06-02T18:21:15.190Z]>,1
@antmill40,1267883972211728385,Directed,Tweets,649,,<[2020-06-02T18:21:15.191Z]>,1
@beyondpigskin,1267883614953447424,Directed,Tweets,650,,<[2020-06-02T18:21:15.192Z]>,1
@antmill40,1267883081454755840,Directed,Tweets,651,,"<[2020-06-02T18:21:15.192Z, 2020-06-02T18:22:17.389Z, 2020-06-02T18:22:18.290Z]>",1
1267883081454755840,@notesxnokes,Directed,Has_mention,652,,"<[2020-06-02T18:21:15.192Z, 2020-06-02T18:22:17.389Z, 2020-06-02T18:22:18.290Z]>",1
1267883081454755840,@beyondpigskin,Directed,Has_mention,653,,"<[2020-06-02T18:21:15.192Z, 2020-06-02T18:22:17.389Z, 2020-06-02T18:22:18.290Z]>",1
1267883081454755840,http://pbs.twimg.com/media/EZhs7KQXYAMOCF-.jpg,Directed,Has_media,654,,"<[2020-06-02T18:21:15.192Z, 2020-06-02T18:22:17.389Z, 2020-06-02T18:22:18.290Z]>",1
1267883081454755840,http://pbs.twimg.com/media/EZhs7KSXsAMOc8l.jpg,Directed,Has_media,655,,"<[2020-06-02T18:21:15.192Z, 2020-06-02T18:22:17.389Z, 2020-06-02T18:22:18.290Z]>",1
@beyondpigskin,@antmill40,Directed,Quotes_from,656,,<[2020-06-02T18:21:15.192Z]>,1
@beyondpigskin,1267883081454755840,Directed,Quotes,657,,<[2020-06-02T18:21:15.192Z]>,1
@antmill40,@beyondpigskin,Directed,Retweets_from,658,,<[2020-06-02T18:21:15.192Z]>,1
@antmill40,1267883614953447424,Directed,Retweets,659,,<[2020-06-02T18:21:15.192Z]>,1
@erwin_sama,1267883973373501442,Directed,Tweets,660,,<[2020-06-02T18:21:15.193Z]>,1
1267883973373501442,"#l1",Directed,Has_hashtag,661,,<[2020-06-02T18:21:15.193Z]>,1
@footballogue,1267532430879195136,Directed,Tweets,662,,<[2020-06-02T18:21:15.193Z]>,1
1267532430879195136,"#l1",Directed,Has_hashtag,663,,<[2020-06-02T18:21:15.193Z]>,1
1267532430879195136,https://rmcsport.bfmtv.com/football/om-dugarry-choque-par-les-explications-de-payet-sur-ses-credits-a-honorer-1925004.html,Directed,Has_link,664,,<[2020-06-02T18:21:15.193Z]>,1
1267532430879195136,http://pbs.twimg.com/media/EZcuA9JWsAIFjQJ.jpg,Directed,Has_media,665,,<[2020-06-02T18:21:15.193Z]>,1
@erwin_sama,@footballogue,Directed,Retweets_from,666,,<[2020-06-02T18:21:15.193Z]>,1
